"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends.","Patients who reported PROBABLY YES they would recommend the facility to family or friends.","Patients who reported NO, they would not recommend the facility to family or friends.","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,COBB,(770) 732-4000,,,,,,,,,,,,,,,,,4,,,,,
110150,NAVICENT HEALTH BALDWIN,821 NORTH COBB STREET,MILLEDGEVILLE,GA,31061,BALDWIN,(478) 454-3550,,,,,,,,,,,,,,,,,4,,,,,
110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,DOUGLAS,(770) 949-1500,,,,,,,,,,,,,,,,,4,,,,,
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,HENRY,(678) 604-1000,96,3,1,98,91,7,2,94,80,17,3,92,74,24,2,90,,1399,326,23,10/01/2018,09/30/2019
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,SEMINOLE,(229) 524-5217,97,3,0,98,91,8,1,95,86,10,4,93,79,16,5,90,,533,133,25,10/01/2018,09/30/2019
110198,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,FULTON,(770) 751-2500,,,,,,,,,,,,,,,,,4,,,,,
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,MUSCOGEE,(706) 494-2101,95,4,1,97,90,7,3,93,85,11,4,94,87,10,3,94,,1786,491,28,10/01/2018,09/30/2019
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,FAYETTE,(770) 719-7000,97,3,0,98,91,7,2,95,89,10,1,95,90,9,1,96,,1293,379,29,10/01/2018,09/30/2019
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,PICKENS,(706) 301-5269,98,2,0,99,91,7,2,95,85,11,4,93,84,15,1,94,,1672,479,29,10/01/2018,09/30/2019
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,COWETA,(770) 400-2300,97,2,1,98,91,7,2,94,85,11,4,93,85,11,4,93,,1310,319,24,10/01/2018,09/30/2019
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,GWINNETT,(678) 474-7000,96,3,1,98,92,6,2,95,92,6,2,96,92,6,2,96,,2357,562,24,10/01/2018,09/30/2019
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,COWETA,(404) 844-8334,99,1,0,99,94,5,1,96,95,4,1,97,95,4,1,98,,843,210,25,10/01/2018,09/30/2019
111306,EFFINGHAM HEALTH SYSTEM,459 GA HIGHWAY 119 SOUTH,SPRINGFIELD,GA,31329,EFFINGHAM,(912) 754-0160,97,3,0,98,88,10,2,93,86,12,2,94,80,17,3,92,,1669,429,26,10/01/2018,09/30/2019
111312,OPTIM MEDICAL CENTER - SCREVEN,215 MIMS ROAD,SYLVANIA,GA,30467,SCREVEN,(912) 564-7426,93,6,1,96,91,6,3,94,78,16,6,91,75,24,1,91,,545,126,23,10/01/2018,09/30/2019
111320,HIGGINS GENERAL HOSPITAL,200 ALLEN MEMORIAL DRIVE,BREMEN,GA,30110,HARALSON,(770) 812-2000,98,2,0,99,96,3,1,98,94,5,1,96,89,10,1,96,,1407,400,28,10/01/2018,09/30/2019
111323,OPTIM MEDICAL CENTER - TATTNALL,247 S MAIN STREET,REIDSVILLE,GA,30453,TATTNALL,(912) 557-1000,97,3,0,98,90,8,2,94,90,9,1,95,87,11,2,95,,1518,426,28,10/01/2018,09/30/2019
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HONOLULU,(808) 538-9011,97,3,0,98,90,8,2,94,86,12,2,94,84,14,2,94,,2624,823,31,10/01/2018,09/30/2019
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HAWAII,(808) 932-3000,95,5,0,97,91,7,2,95,81,15,4,92,79,19,2,92,,922,278,30,10/01/2018,09/30/2019
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,HONOLULU,(808) 432-0000,97,3,0,98,92,7,1,95,88,11,1,95,88,11,1,95,,1960,690,36,10/01/2018,09/30/2019
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,HAWAII,(808) 322-9311,,,,,,,,,,,,,,,,,4,,,,,
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,HAWAII,(808) 885-4444,97,3,0,98,93,6,1,96,84,14,2,94,86,12,2,94,,954,297,31,10/01/2018,09/30/2019
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,TWIN FALLS,(208) 814-1000,97,3,0,98,90,8,2,94,82,15,3,92,75,22,3,90,,2191,647,30,10/01/2018,09/30/2019
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,ADA,(208) 381-2222,97,3,0,98,90,8,2,94,86,12,2,94,85,14,1,94,,3030,885,29,10/01/2018,09/30/2019
130049,KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,KOOTENAI,(208) 625-4000,96,4,0,98,91,8,1,95,85,13,2,94,84,15,1,94,,2908,727,33,10/01/2018,09/30/2019
130063,TREASURE VALLEY HOSPITAL,8800 WEST EMERALD STREET,BOISE,ID,83704,ADA,(208) 373-5000,97,3,0,98,91,8,1,95,90,9,1,95,90,9,1,96,,4253,1382,33,10/01/2018,09/30/2019
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,BONNEVILLE,(208) 557-2700,95,4,1,97,88,10,2,93,81,16,3,92,81,17,2,93,,1664,449,27,10/01/2018,09/30/2019
130071,ST LUKE'S NAMPA MEDICAL CENTER,9850 W ST LUKES DRIVE STE 250,NAMPA,ID,83687,CANYON,(208) 505-2000,97,3,0,99,92,7,1,95,90,9,1,96,87,12,1,95,,998,288,29,10/01/2018,09/30/2019
131305,STEELE MEMORIAL MEDICAL CENTER,203 SOUTH DAISY STREET,SALMON,ID,83467,LEMHI,(208) 756-5600,98,2,0,99,95,4,1,97,82,16,2,92,80,16,4,92,2,416,130,31,10/01/2018,09/30/2019
131317,BENEWAH COMMUNITY HOSPITAL,229 SOUTH 7TH STREET,ST MARIES,ID,83861,BENEWAH,(208) 245-5551,,,,,,,,,,,,,,,,,4,,,,,
131318,VALOR HEALTH,1202 EAST LOCUST STREET,EMMETT,ID,83617,GEM,(208) 365-3561,97,3,0,98,92,8,0,96,83,15,2,94,76,24,0,92,,350,100,29,10/01/2018,09/30/2019
131319,MINIDOKA MEMORIAL HOSPITAL,1224 8TH STREET,RUPERT,ID,83350,MINIDOKA,(208) 436-0481,97,3,0,98,90,8,2,94,87,12,1,94,82,16,2,93,,567,233,41,10/01/2018,09/30/2019
131326,CASSIA REGIONAL HOSPITAL,1501 HILAND AVENUE,BURLEY,ID,83318,CASSIA,(208) 678-4444,97,3,0,98,94,5,1,96,82,15,3,93,76,21,3,91,,871,218,25,10/01/2018,09/30/2019
140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61614,PEORIA,(309) 691-1000,97,3,0,98,91,7,2,94,85,13,2,94,83,15,2,93,,1912,735,39,10/01/2018,09/30/2019
140015,BLESSING HOSPITAL,BROADWAY ST & N 11TH ST,QUINCY,IL,62305,ADAMS,(217) 223-1200,,,,,,,,,,,,,,,,,4,,,,,
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,COOK,(773) 542-2000,,,,,,,,,,,,,,,,,4,,,,,
140019,HSHS GOOD SHEPHERD HOSPITAL INC,200 S CEDAR ST,SHELBYVILLE,IL,62565,SHELBY,(217) 774-3961,94,6,0,97,89,10,1,94,81,19,0,93,73,27,0,91,3,159,45,29,10/01/2018,09/30/2019
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,EFFINGHAM,(217) 342-2121,97,3,0,98,90,9,1,94,84,14,2,93,77,21,2,91,,3141,1247,40,10/01/2018,09/30/2019
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,MARION,(618) 436-8000,98,2,0,99,89,9,2,94,86,12,2,94,77,21,2,91,,1076,304,28,10/01/2018,09/30/2019
140046,SSM HEALTH - GOOD SAMARITAN HOSPITAL,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,JEFFERSON,(618) 899-1469,98,2,0,99,90,8,2,94,88,10,2,95,86,12,2,94,,663,180,27,10/01/2018,09/30/2019
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY,ALTON,IL,62002,MADISON,(618) 465-2571,98,2,0,99,92,6,2,95,84,14,2,94,81,17,2,93,,3821,1103,30,10/01/2018,09/30/2019
140053,ST JOHNS HOSPITAL,800 E CARPENTER ST,SPRINGFIELD,IL,62769,SANGAMON,(217) 544-6464,96,4,0,98,91,7,2,94,86,12,2,94,82,16,2,93,,6148,2059,34,10/01/2018,09/30/2019
140054,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,COOK,(708) 783-9100,96,4,0,98,91,7,2,94,82,16,2,93,78,19,3,91,,2951,667,23,10/01/2018,09/30/2019
140064,ST MARY MEDICAL CENTER,3333 NORTH SEMINARY,GALESBURG,IL,61401,KNOX,(309) 344-3161,97,3,0,98,92,7,1,96,89,9,2,95,84,14,2,94,,1253,460,37,10/01/2018,09/30/2019
140067,SAINT FRANCIS MEDICAL CENTER,530 NE GLEN OAK AVE,PEORIA,IL,61637,PEORIA,(309) 655-2000,97,3,0,98,89,9,2,94,84,12,4,93,83,15,2,93,,2833,594,27,10/01/2018,09/30/2019
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,COOK,(773) 702-1000,96,3,1,98,91,7,2,95,86,12,2,94,88,10,2,95,,2020,384,22,10/01/2018,09/30/2019
140089,MC DONOUGH DISTRICT HOSPITAL,525 EAST GRANT STREET,MACOMB,IL,61455,MC DONOUGH,(309) 833-4101,98,2,0,99,94,5,1,96,84,14,2,93,72,26,2,90,,2716,896,33,10/01/2018,09/30/2019
140091,THE CARLE FOUNDATION HOSPITAL,611 WEST PARK STREET,URBANA,IL,61801,CHAMPAIGN,(217) 383-3311,,,,,,,,,,,,,,,,,4,,,,,
140093,OSF SACRED HEART MEDICAL CENTER,812 N LOGAN AVE,DANVILLE,IL,61832,VERMILION,(217) 443-5000,97,3,0,99,89,10,1,94,80,17,3,92,73,25,2,90,,1037,376,36,10/01/2018,09/30/2019
140095,SAINT ANTHONY HOSPITAL,2875 WEST 19TH STREET,CHICAGO,IL,60623,COOK,(773) 521-1710,97,2,1,98,90,8,2,94,85,14,1,94,83,15,2,93,,1147,208,18,10/01/2018,09/30/2019
140100,MIDWESTERN REGION MED CENTER,2520 ELISHA AVENUE,ZION,IL,60099,LAKE,(847) 872-4561,99,1,0,99,95,5,0,97,93,6,1,97,95,4,1,98,,1007,315,31,10/01/2018,09/30/2019
140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,COOK,(773) 962-3900,90,7,3,94,83,11,6,88,62,26,12,84,62,31,7,84,,1064,161,15,10/01/2018,09/30/2019
140110,OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,LA SALLE,(815) 433-3100,96,4,0,98,91,8,1,95,81,15,4,92,72,25,3,89,,3241,1096,34,10/01/2018,09/30/2019
140113,OSF HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,CHAMPAIGN,(217) 337-2000,96,4,0,98,88,9,3,93,81,17,2,92,78,20,2,91,,2269,859,40,10/01/2018,09/30/2019
140116,NORTHWESTERN MEDICINE MCHENRY HOSPITAL,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,MC HENRY,(815) 344-5000,98,2,0,99,91,7,2,95,85,12,3,93,79,18,3,92,2,2803,980,35,10/01/2018,09/30/2019
140120,PEKIN MEMORIAL HOSPITAL,600 SOUTH 13TH STREET,PEKIN,IL,61554,TAZEWELL,(309) 347-1151,97,2,1,98,91,7,2,94,77,18,5,91,71,25,4,89,,2826,762,27,10/01/2018,09/30/2019
140133,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,COOK,(773) 884-9000,,,,,,,,,,,,,,,,,4,,,,,
140135,DECATUR MEMORIAL HOSPITAL,2300 NORTH EDWARD STREET,DECATUR,IL,62526,MACON,(217) 876-8121,96,3,1,98,88,10,2,93,81,15,4,93,84,13,3,93,,3385,665,21,10/01/2018,09/30/2019
140137,GREENVILLE REGIONAL HOSPITAL,200 HEALTH CARE DR,GREENVILLE,IL,62246,BOND,(618) 664-1230,98,2,0,99,94,4,2,96,83,15,2,94,75,23,2,90,,520,176,34,10/01/2018,09/30/2019
140143,ST MARGARETS HOSPITAL,600 E 1ST ST,SPRING VALLEY,IL,61362,BUREAU,(815) 664-1176,98,2,0,99,91,7,2,95,86,11,3,93,80,16,4,91,,517,161,32,10/01/2018,09/30/2019
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,BREESE,IL,62230,CLINTON,(618) 526-4511,99,1,0,99,94,5,1,97,92,7,1,96,86,13,1,95,,2128,890,42,10/01/2018,09/30/2019
140147,RICHLAND MEMORIAL HOSPITAL,800 EAST LOCUST,OLNEY,IL,62450,RICHLAND,(618) 395-2131,98,2,0,99,93,6,1,96,85,13,2,94,82,17,1,94,,1269,303,25,10/01/2018,09/30/2019
140150,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,COOK,(312) 996-3900,94,5,1,97,91,8,1,95,78,16,6,91,77,18,5,90,,6255,954,15,10/01/2018,09/30/2019
140160,FHN MEMORIAL HOSPITAL,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,STEPHENSON,(815) 599-6000,97,3,0,99,90,8,2,94,78,17,5,91,68,29,3,88,,2078,747,36,10/01/2018,09/30/2019
140161,SAINT JAMES HOSPITAL,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,LIVINGSTON,(815) 842-2828,98,2,0,99,94,5,1,96,89,10,1,95,80,19,1,93,,1713,606,35,10/01/2018,09/30/2019
140162,ST JOSEPH MEDICAL CENTER,2200 E WASHINGTON,BLOOMINGTON,IL,61701,MC LEAN,(309) 662-3311,95,4,1,97,86,11,3,91,84,12,4,93,82,15,3,92,,1406,302,26,10/01/2018,09/30/2019
140166,ST MARYS HOSPITAL,1800 E LAKE SHORE DR,DECATUR,IL,62521,MACON,(217) 464-2966,97,3,0,99,91,7,2,95,85,13,2,94,85,14,1,94,,1660,474,29,10/01/2018,09/30/2019
140172,FRANCISCAN HEALTH OLYMPIA  FIELDS & CHICAGO HEIGHTS,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,COOK,(708) 747-4000,98,2,0,99,93,6,1,96,88,11,1,95,84,14,2,94,,1629,402,26,10/01/2018,09/30/2019
140179,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,COOK,(708) 422-6200,97,3,0,99,89,9,2,94,85,12,3,94,80,18,2,92,,2979,875,29,10/01/2018,09/30/2019
140187,HSHS ST ELIZABETH'S HOSPITAL,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,ST. CLAIR,(618) 234-2120,97,3,0,98,92,7,1,95,88,10,2,95,86,12,2,94,,8692,2569,30,10/01/2018,09/30/2019
140189,SARAH BUSH LINCOLN HEALTH CENTER,1000 HEALTH CENTER DRIVE,MATTOON,IL,61938,COLES,(217) 258-2572,98,1,1,99,93,6,1,96,87,11,2,94,84,15,1,94,,1247,438,37,10/01/2018,09/30/2019
140200,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,DU PAGE,(331) 221-0130,98,2,0,99,92,6,2,95,90,9,1,96,89,10,1,96,,3841,1135,30,10/01/2018,09/30/2019
140209,METHODIST MEDICAL CENTER OF ILLINOIS,221 N E GLEN OAK AVE,PEORIA,IL,61636,PEORIA,(309) 672-5522,96,3,1,98,91,8,1,95,81,16,3,92,75,23,2,91,,2271,654,29,10/01/2018,09/30/2019
140231,EDWARD HOSPITAL,801 SOUTH WASHINGTON,NAPERVILLE,IL,60540,DU PAGE,(630) 527-3000,97,3,0,98,91,7,2,95,87,11,2,94,85,13,2,94,,4011,1113,28,10/01/2018,09/30/2019
140233,OSF SAINT ANTHONY MEDICAL CENTER,5666 EAST STATE STREET,ROCKFORD,IL,61108,WINNEBAGO,(815) 226-2000,97,2,1,98,92,7,1,95,86,12,2,94,84,15,1,94,,1627,457,31,10/01/2018,09/30/2019
140239,MERCYHEALTH HOSPITAL ROCKTON AVENUE,2400 NORTH ROCKTON AVENUE,ROCKFORD,IL,61103,WINNEBAGO,(815) 968-6861,96,3,1,98,89,9,2,94,79,17,4,92,76,21,3,90,,2130,536,25,10/01/2018,09/30/2019
140280,TRINITY - ROCK ISLAND,2701 17TH ST,ROCK ISLAND,IL,61201,ROCK ISLAND,(309) 779-5000,96,3,1,97,89,9,2,93,84,13,3,93,80,18,2,93,,3350,928,35,10/01/2018,09/30/2019
141316,CARLE HOOPESTON REGIONAL HEALTH CENTER,701 EAST ORANGE STREET,HOOPESTON,IL,60942,VERMILION,(217) 283-5531,,,,,,,,,,,,,,,,,4,,,,,
141318,OSF HOLY FAMILY MEDICAL CENTER,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,WARREN,(309) 734-3141,98,2,0,99,92,6,2,95,88,10,2,95,83,16,1,94,,336,133,40,10/01/2018,09/30/2019
141329,MORRISON COMMUNITY HOSPITAL,303 N JACKSON STREET,MORRISON,IL,61270,WHITESIDE,(815) 772-4003,97,3,0,98,89,8,3,93,81,17,2,92,75,23,2,90,,1140,218,19,10/01/2018,09/30/2019
141335,MERCY HARVARD HOSPITAL,901 S GRANT STREET,HARVARD,IL,60033,MC HENRY,(815) 943-5431,97,3,0,98,90,9,1,95,81,17,2,93,74,23,3,90,,976,255,26,10/01/2018,09/30/2019
141336,ST JOSEPH'S HOSPITAL,12866 TROXLER AVENUE,HIGHLAND,IL,62249,MADISON,(618) 651-2600,98,2,0,99,94,5,1,96,90,8,2,95,87,12,1,95,,1413,530,38,10/01/2018,09/30/2019
141337,PERRY MEMORIAL HOSPITAL,530 PARK AVENUE EAST,PRINCETON,IL,61356,BUREAU,(815) 875-2811,98,2,0,99,87,11,2,92,85,14,1,94,74,24,2,91,,650,223,35,10/01/2018,09/30/2019
141350,ST FRANCIS HOSPITAL,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,MONTGOMERY,(217) 324-2191,99,1,0,99,95,5,0,97,91,8,1,96,86,13,1,95,,1753,571,33,10/01/2018,09/30/2019
150002,METHODIST HOSPITALS INC,600 GRANT ST,GARY,IN,46402,LAKE,(219) 886-4000,94,5,1,97,87,8,5,91,72,20,8,89,66,26,8,85,3,1570,94,18,10/01/2018,09/30/2019
150004,FRANCISCAN ST. MARGARET HEALTH HAMMOND,5454 HOHMAN AVE,HAMMOND,IN,46320,LAKE,(219) 932-2300,98,2,0,99,92,6,2,95,88,11,1,95,80,18,2,92,,851,190,23,10/01/2018,09/30/2019
150005,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,46122,HENDRICKS,(317) 745-4451,98,2,0,99,92,6,2,95,91,8,1,96,93,7,0,98,,1673,295,18,10/01/2018,09/30/2019
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,3500 FRANCISCAN WAY,MICHIGAN CITY,IN,46360,LA PORTE,(219) 879-8511,98,2,0,99,90,8,2,94,88,9,3,95,84,15,1,94,,2527,546,28,10/01/2018,09/30/2019
150022,FRANCISCAN HEALTH CRAWFORDSVILLE,1710 LAFAYETTE RD,CRAWFORDSVILLE,IN,47933,MONTGOMERY,(765) 362-2800,97,3,0,98,93,6,1,96,89,10,1,95,83,16,1,94,,701,205,37,10/01/2018,09/30/2019
150030,HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,HENRY,(765) 521-0890,98,2,0,99,94,5,1,96,90,9,1,96,84,14,2,93,,1623,605,37,10/01/2018,09/30/2019
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST,GREENFIELD,IN,46140,HANCOCK,(317) 462-5544,97,3,0,99,93,6,1,96,87,11,2,95,89,10,1,96,,1314,337,26,10/01/2018,09/30/2019
150042,GOOD SAMARITAN HOSPITAL,520 S 7TH ST,VINCENNES,IN,47591,KNOX,(812) 882-5220,,,,,,,,,,,,,,,,,4,,,,,
150045,DEKALB HEALTH,1316 E SEVENTH ST,AUBURN,IN,46706,DE KALB,(260) 925-4600,98,2,0,99,91,7,2,95,86,13,1,94,76,23,1,91,,1198,449,37,10/01/2018,09/30/2019
150065,SCHNECK MEDICAL CENTER,411 W TIPTON ST,SEYMOUR,IN,47274,JACKSON,(812) 522-2349,97,3,0,99,92,7,1,95,89,9,2,94,83,15,2,93,,2865,747,26,10/01/2018,09/30/2019
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62,MADISON,IN,47250,JEFFERSON,(812) 801-0105,96,3,1,98,90,8,2,94,83,14,3,93,74,24,2,90,,1299,396,31,10/01/2018,09/30/2019
150086,DEARBORN COUNTY HOSPITAL,600 WILSON CREEK RD,LAWRENCEBURG,IN,47025,DEARBORN,(812) 537-1010,99,1,0,99,93,5,2,96,86,11,3,94,75,24,1,91,,1224,382,31,10/01/2018,09/30/2019
150090,FRANCISCAN HEALTH DYER,24 JOLIET ST,DYER,IN,46311,LAKE,(219) 865-2141,98,2,0,99,90,8,2,94,85,12,3,94,82,16,2,93,,1558,380,25,10/01/2018,09/30/2019
150097,MAJOR HOSPITAL,2451 INTELLIPLEX DR,SHELBYVILLE,IN,46176,SHELBY,(317) 392-3211,,,,,,,,,,,,,,,,,4,,,,,
150109,FRANCISCAN HEALTH LAFAYETTE,1701 S CREASY LN,LAFAYETTE,IN,47905,TIPPECANOE,(765) 502-4334,98,2,0,99,94,6,0,97,93,6,1,96,88,12,0,96,,473,150,33,10/01/2018,09/30/2019
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,800 W 9TH ST,JASPER,IN,47546,DUBOIS,(812) 996-2345,98,2,0,99,92,7,1,95,90,9,1,95,84,14,2,94,,625,237,38,10/01/2018,09/30/2019
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,LAKE,(219) 757-6100,98,2,0,99,91,7,2,95,88,11,1,95,85,14,1,95,,1652,560,35,10/01/2018,09/30/2019
150160,"INDIANA ORTHOPAEDIC HOSPITAL, LLC",8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,MARION,(317) 956-1000,98,2,0,99,91,7,2,95,94,5,1,96,93,6,1,97,,1442,539,37,10/01/2018,09/30/2019
150162,FRANCISCAN HEALTH INDIANAPOLIS,8111 S EMERSON AVE,INDIANAPOLIS,IN,46237,MARION,(317) 528-5000,97,3,0,98,91,7,2,95,90,9,1,95,88,11,1,95,,4669,942,24,10/01/2018,09/30/2019
150165,FRANCISCAN HEALTH MUNSTER,701 SUPERIOR AVE,MUNSTER,IN,46321,LAKE,(219) 922-4200,98,2,0,99,91,7,2,94,86,11,3,94,84,14,2,94,,2302,728,32,10/01/2018,09/30/2019
150166,PINNACLE HOSPITAL,9301 CONNECTICUT DR,CROWN POINT,IN,46307,LAKE,(219) 756-2100,99,1,0,99,91,7,2,94,84,14,2,94,85,15,0,95,,324,108,33,10/01/2018,09/30/2019
151317,GREENE COUNTY GENERAL HOSPITAL,1185 N 1000 W,LINTON,IN,47441,GREENE,(812) 847-2281,96,3,1,98,92,6,2,95,85,10,5,93,77,17,6,90,,497,129,26,10/01/2018,09/30/2019
151324,"FRANCISCAN HEALTH RENSSELAER, INC",1104 E GRACE ST,RENSSELAER,IN,47978,JASPER,(219) 866-5141,99,1,0,99,91,7,2,94,80,20,0,94,64,36,0,88,3,215,54,26,10/01/2018,09/30/2019
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,SULLIVAN,(812) 268-4311,98,2,0,99,94,4,2,96,90,9,1,96,85,14,1,95,,1039,331,35,10/01/2018,09/30/2019
151330,ADAMS MEMORIAL HOSPITAL,1100 MERCER AVE,DECATUR,IN,46733,ADAMS,(260) 724-2145,96,4,0,98,91,7,2,95,84,13,3,93,77,22,1,92,2,951,383,40,10/01/2018,09/30/2019
151332,DECATUR COUNTY MEMORIAL HOSPITAL,720 N LINCOLN ST,GREENSBURG,IN,47240,DECATUR,(812) 663-4331,99,1,0,99,90,8,2,94,87,12,1,95,74,26,0,91,,1402,339,29,10/01/2018,09/30/2019
160001,UNITYPOINT HEALTH-MARSHALLTOWN,3 S 4TH AVE,MARSHALLTOWN,IA,50158,MARSHALL,(641) 754-5151,98,2,0,99,92,7,1,95,85,13,2,94,80,18,2,92,,3013,1237,41,10/01/2018,09/30/2019
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,(712) 792-3581,,,,,,,,,,,,,,,,,4,,,,,
160008,UNITYPOINT HEALTH - KEOKUK,1600 MORGAN STREET,KEOKUK,IA,52632,LEE,(319) 524-7150,98,2,0,99,94,5,1,97,81,17,2,93,75,23,2,91,,433,182,44,10/01/2018,09/30/2019
160013,TRINITY MUSCATINE,1518 MULBERRY AVENUE,MUSCATINE,IA,52761,MUSCATINE,(563) 264-9100,97,3,0,99,93,6,1,96,82,15,3,93,74,24,2,90,,1656,413,27,10/01/2018,09/30/2019
160016,TRINITY REGIONAL MEDICAL CENTER,802 KENYON RD,FORT DODGE,IA,50501,WEBSTER,(515) 573-3101,97,3,0,98,89,9,2,94,80,16,4,92,73,25,2,90,,3599,1033,31,10/01/2018,09/30/2019
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,JOHNSON,(319) 339-0300,,,,,,,,,,,,,,,,,4,,,,,
