"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
UT,OP_8,MRI Lumbar Spine for Low Back Pain,45.6,,07/01/2017,06/30/2018
UT,OP_9,Mammography Follow-up Rates,7.1,,07/01/2017,06/30/2018
VA,OP_10,Abdomen CT Use of Contrast Material,6.3,,07/01/2017,06/30/2018
VA,OP_11,Thorax CT Use of Contrast Material,0.8,,07/01/2017,06/30/2018
VA,OP_13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,4.5,,07/01/2017,06/30/2018
VA,OP_14,Outpatients with brain CT scans who got a sinus CT scan at the same time,0.9,,07/01/2017,06/30/2018
VA,OP_8,MRI Lumbar Spine for Low Back Pain,36.5,,07/01/2017,06/30/2018
VA,OP_9,Mammography Follow-up Rates,6.9,,07/01/2017,06/30/2018
VI,OP_10,Abdomen CT Use of Contrast Material,Not Available,5,07/01/2017,06/30/2018
VI,OP_11,Thorax CT Use of Contrast Material,Not Available,5,07/01/2017,06/30/2018
VI,OP_13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,Not Available,5,07/01/2017,06/30/2018
VI,OP_14,Outpatients with brain CT scans who got a sinus CT scan at the same time,Not Available,5,07/01/2017,06/30/2018
VI,OP_8,MRI Lumbar Spine for Low Back Pain,Not Available,5,07/01/2017,06/30/2018
VI,OP_9,Mammography Follow-up Rates,Not Available,5,07/01/2017,06/30/2018
VT,OP_10,Abdomen CT Use of Contrast Material,5,,07/01/2017,06/30/2018
VT,OP_11,Thorax CT Use of Contrast Material,0.2,,07/01/2017,06/30/2018
VT,OP_13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,3.7,,07/01/2017,06/30/2018
VT,OP_14,Outpatients with brain CT scans who got a sinus CT scan at the same time,1,,07/01/2017,06/30/2018
VT,OP_8,MRI Lumbar Spine for Low Back Pain,31.8,,07/01/2017,06/30/2018
VT,OP_9,Mammography Follow-up Rates,7.7,,07/01/2017,06/30/2018
WA,OP_10,Abdomen CT Use of Contrast Material,5.5,,07/01/2017,06/30/2018
WA,OP_11,Thorax CT Use of Contrast Material,0.4,,07/01/2017,06/30/2018
WA,OP_13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,4,,07/01/2017,06/30/2018
WA,OP_14,Outpatients with brain CT scans who got a sinus CT scan at the same time,0.9,,07/01/2017,06/30/2018
WA,OP_8,MRI Lumbar Spine for Low Back Pain,38.6,,07/01/2017,06/30/2018
WA,OP_9,Mammography Follow-up Rates,8.1,,07/01/2017,06/30/2018
WI,OP_10,Abdomen CT Use of Contrast Material,5.2,,07/01/2017,06/30/2018
WI,OP_11,Thorax CT Use of Contrast Material,0.4,,07/01/2017,06/30/2018
WI,OP_13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,5.3,,07/01/2017,06/30/2018
WI,OP_14,Outpatients with brain CT scans who got a sinus CT scan at the same time,1,,07/01/2017,06/30/2018
WI,OP_8,MRI Lumbar Spine for Low Back Pain,36.7,,07/01/2017,06/30/2018
WI,OP_9,Mammography Follow-up Rates,6.5,,07/01/2017,06/30/2018
WV,OP_10,Abdomen CT Use of Contrast Material,8.9,,07/01/2017,06/30/2018
WV,OP_11,Thorax CT Use of Contrast Material,2,,07/01/2017,06/30/2018
WV,OP_13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,4.8,,07/01/2017,06/30/2018
WV,OP_14,Outpatients with brain CT scans who got a sinus CT scan at the same time,1.3,,07/01/2017,06/30/2018
WV,OP_8,MRI Lumbar Spine for Low Back Pain,38,,07/01/2017,06/30/2018
WV,OP_9,Mammography Follow-up Rates,8.9,,07/01/2017,06/30/2018
WY,OP_10,Abdomen CT Use of Contrast Material,7.7,,07/01/2017,06/30/2018
WY,OP_11,Thorax CT Use of Contrast Material,4.1,,07/01/2017,06/30/2018
WY,OP_13,Outpatients who got cardiac imaging stress tests before low-risk outpatient surgery,4.7,,07/01/2017,06/30/2018
WY,OP_14,Outpatients with brain CT scans who got a sinus CT scan at the same time,1.2,,07/01/2017,06/30/2018
WY,OP_8,MRI Lumbar Spine for Low Back Pain,47,,07/01/2017,06/30/2018
WY,OP_9,Mammography Follow-up Rates,8.7,,07/01/2017,06/30/2018
