"State","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
GU,HAI_6_SIR,Clostridium Difficile (C.Diff),Not Available,5,07/01/2018,06/30/2019
HI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.214,,07/01/2018,06/30/2019
HI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.486,,07/01/2018,06/30/2019
HI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.329,,07/01/2018,06/30/2019
HI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.606,,07/01/2018,06/30/2019
HI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.015,,07/01/2018,06/30/2019
HI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.791,,07/01/2018,06/30/2019
HI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.414,,07/01/2018,06/30/2019
HI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.079,,07/01/2018,06/30/2019
HI,HAI_3_SIR,SSI - Colon Surgery,0.688,,07/01/2018,06/30/2019
HI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.078,,07/01/2018,06/30/2019
HI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.528,,07/01/2018,06/30/2019
HI,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.463,,07/01/2018,06/30/2019
HI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.205,,07/01/2018,06/30/2019
HI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.645,,07/01/2018,06/30/2019
HI,HAI_5_SIR,MRSA Bacteremia,0.379,,07/01/2018,06/30/2019
HI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.413,,07/01/2018,06/30/2019
HI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.567,,07/01/2018,06/30/2019
HI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.485,,07/01/2018,06/30/2019
IA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.550,,07/01/2018,06/30/2019
IA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.821,,07/01/2018,06/30/2019
IA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.675,,07/01/2018,06/30/2019
IA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.674,,07/01/2018,06/30/2019
IA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.934,,07/01/2018,06/30/2019
IA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.796,,07/01/2018,06/30/2019
IA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.775,,07/01/2018,06/30/2019
IA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.213,,07/01/2018,06/30/2019
IA,HAI_3_SIR,SSI - Colon Surgery,0.976,,07/01/2018,06/30/2019
IA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.439,,07/01/2018,06/30/2019
IA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.060,,07/01/2018,06/30/2019
IA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.698,,07/01/2018,06/30/2019
IA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.404,,07/01/2018,06/30/2019
IA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.722,,07/01/2018,06/30/2019
IA,HAI_5_SIR,MRSA Bacteremia,0.546,,07/01/2018,06/30/2019
IA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.602,,07/01/2018,06/30/2019
IA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.715,,07/01/2018,06/30/2019
IA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.657,,07/01/2018,06/30/2019
ID,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.374,,07/01/2018,06/30/2019
ID,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.750,,07/01/2018,06/30/2019
ID,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.538,,07/01/2018,06/30/2019
ID,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.676,,07/01/2018,06/30/2019
ID,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.097,,07/01/2018,06/30/2019
ID,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.868,,07/01/2018,06/30/2019
ID,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.689,,07/01/2018,06/30/2019
ID,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.316,,07/01/2018,06/30/2019
ID,HAI_3_SIR,SSI - Colon Surgery,0.965,,07/01/2018,06/30/2019
ID,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.525,,07/01/2018,06/30/2019
ID,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.843,,07/01/2018,06/30/2019
ID,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.034,,07/01/2018,06/30/2019
ID,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.230,,07/01/2018,06/30/2019
ID,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.762,,07/01/2018,06/30/2019
ID,HAI_5_SIR,MRSA Bacteremia,0.438,,07/01/2018,06/30/2019
ID,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.539,,07/01/2018,06/30/2019
ID,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.722,,07/01/2018,06/30/2019
ID,HAI_6_SIR,Clostridium Difficile (C.Diff),0.625,,07/01/2018,06/30/2019
IL,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.580,,07/01/2018,06/30/2019
IL,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.701,,07/01/2018,06/30/2019
IL,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.638,,07/01/2018,06/30/2019
IL,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.672,,07/01/2018,06/30/2019
IL,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.796,,07/01/2018,06/30/2019
IL,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.732,,07/01/2018,06/30/2019
IL,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.764,,07/01/2018,06/30/2019
IL,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,0.967,,07/01/2018,06/30/2019
IL,HAI_3_SIR,SSI - Colon Surgery,0.861,,07/01/2018,06/30/2019
IL,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.905,,07/01/2018,06/30/2019
IL,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.331,,07/01/2018,06/30/2019
IL,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.103,,07/01/2018,06/30/2019
IL,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.616,,07/01/2018,06/30/2019
IL,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.797,,07/01/2018,06/30/2019
IL,HAI_5_SIR,MRSA Bacteremia,0.702,,07/01/2018,06/30/2019
IL,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.665,,07/01/2018,06/30/2019
IL,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.716,,07/01/2018,06/30/2019
IL,HAI_6_SIR,Clostridium Difficile (C.Diff),0.690,,07/01/2018,06/30/2019
IN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.541,,07/01/2018,06/30/2019
IN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.694,,07/01/2018,06/30/2019
IN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.614,,07/01/2018,06/30/2019
IN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.579,,07/01/2018,06/30/2019
IN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.732,,07/01/2018,06/30/2019
IN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.652,,07/01/2018,06/30/2019
IN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.869,,07/01/2018,06/30/2019
IN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.148,,07/01/2018,06/30/2019
IN,HAI_3_SIR,SSI - Colon Surgery,1.001,,07/01/2018,06/30/2019
IN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.844,,07/01/2018,06/30/2019
IN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.344,,07/01/2018,06/30/2019
IN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.072,,07/01/2018,06/30/2019
IN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.494,,07/01/2018,06/30/2019
IN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.706,,07/01/2018,06/30/2019
IN,HAI_5_SIR,MRSA Bacteremia,0.593,,07/01/2018,06/30/2019
IN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.652,,07/01/2018,06/30/2019
IN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.723,,07/01/2018,06/30/2019
IN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.687,,07/01/2018,06/30/2019
KS,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.448,,07/01/2018,06/30/2019
KS,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.694,,07/01/2018,06/30/2019
KS,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.561,,07/01/2018,06/30/2019
KS,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.734,,07/01/2018,06/30/2019
KS,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.017,,07/01/2018,06/30/2019
KS,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.867,,07/01/2018,06/30/2019
KS,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.864,,07/01/2018,06/30/2019
KS,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.294,,07/01/2018,06/30/2019
KS,HAI_3_SIR,SSI - Colon Surgery,1.063,,07/01/2018,06/30/2019
KS,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.430,,07/01/2018,06/30/2019
KS,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.064,,07/01/2018,06/30/2019
KS,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.694,,07/01/2018,06/30/2019
KS,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.489,,07/01/2018,06/30/2019
KS,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.884,,07/01/2018,06/30/2019
KS,HAI_5_SIR,MRSA Bacteremia,0.665,,07/01/2018,06/30/2019
KS,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.680,,07/01/2018,06/30/2019
KS,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.803,,07/01/2018,06/30/2019
KS,HAI_6_SIR,Clostridium Difficile (C.Diff),0.740,,07/01/2018,06/30/2019
KY,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.600,,07/01/2018,06/30/2019
KY,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.794,,07/01/2018,06/30/2019
KY,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.692,,07/01/2018,06/30/2019
KY,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.599,,07/01/2018,06/30/2019
KY,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.770,,07/01/2018,06/30/2019
KY,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.680,,07/01/2018,06/30/2019
KY,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.971,,07/01/2018,06/30/2019
KY,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.298,,07/01/2018,06/30/2019
KY,HAI_3_SIR,SSI - Colon Surgery,1.126,,07/01/2018,06/30/2019
KY,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.778,,07/01/2018,06/30/2019
KY,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.341,,07/01/2018,06/30/2019
KY,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.031,,07/01/2018,06/30/2019
KY,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.932,,07/01/2018,06/30/2019
KY,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.228,,07/01/2018,06/30/2019
KY,HAI_5_SIR,MRSA Bacteremia,1.072,,07/01/2018,06/30/2019
KY,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.595,,07/01/2018,06/30/2019
KY,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.671,,07/01/2018,06/30/2019
KY,HAI_6_SIR,Clostridium Difficile (C.Diff),0.633,,07/01/2018,06/30/2019
LA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.736,,07/01/2018,06/30/2019
LA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.938,,07/01/2018,06/30/2019
LA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.832,,07/01/2018,06/30/2019
LA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.656,,07/01/2018,06/30/2019
LA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.825,,07/01/2018,06/30/2019
LA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.737,,07/01/2018,06/30/2019
LA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.777,,07/01/2018,06/30/2019
LA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.094,,07/01/2018,06/30/2019
LA,HAI_3_SIR,SSI - Colon Surgery,0.925,,07/01/2018,06/30/2019
LA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.788,,07/01/2018,06/30/2019
LA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.381,,07/01/2018,06/30/2019
LA,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.053,,07/01/2018,06/30/2019
LA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,1.034,,07/01/2018,06/30/2019
LA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,1.360,,07/01/2018,06/30/2019
LA,HAI_5_SIR,MRSA Bacteremia,1.189,,07/01/2018,06/30/2019
LA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.583,,07/01/2018,06/30/2019
LA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.669,,07/01/2018,06/30/2019
LA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.625,,07/01/2018,06/30/2019
MA,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.686,,07/01/2018,06/30/2019
MA,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.847,,07/01/2018,06/30/2019
MA,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.764,,07/01/2018,06/30/2019
MA,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.899,,07/01/2018,06/30/2019
MA,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.071,,07/01/2018,06/30/2019
MA,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.982,,07/01/2018,06/30/2019
MA,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.829,,07/01/2018,06/30/2019
MA,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.105,,07/01/2018,06/30/2019
MA,HAI_3_SIR,SSI - Colon Surgery,0.959,,07/01/2018,06/30/2019
MA,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.523,,07/01/2018,06/30/2019
MA,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.087,,07/01/2018,06/30/2019
MA,HAI_4_SIR,SSI - Abdominal Hysterectomy,0.767,,07/01/2018,06/30/2019
MA,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.617,,07/01/2018,06/30/2019
MA,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.831,,07/01/2018,06/30/2019
MA,HAI_5_SIR,MRSA Bacteremia,0.718,,07/01/2018,06/30/2019
MA,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.701,,07/01/2018,06/30/2019
MA,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.771,,07/01/2018,06/30/2019
MA,HAI_6_SIR,Clostridium Difficile (C.Diff),0.735,,07/01/2018,06/30/2019
MD,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.678,,07/01/2018,06/30/2019
MD,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.873,,07/01/2018,06/30/2019
MD,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.770,,07/01/2018,06/30/2019
MD,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.699,,07/01/2018,06/30/2019
MD,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.895,,07/01/2018,06/30/2019
MD,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.792,,07/01/2018,06/30/2019
MD,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.724,,07/01/2018,06/30/2019
MD,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.020,,07/01/2018,06/30/2019
MD,HAI_3_SIR,SSI - Colon Surgery,0.862,,07/01/2018,06/30/2019
MD,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.106,,07/01/2018,06/30/2019
MD,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.836,,07/01/2018,06/30/2019
MD,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.437,,07/01/2018,06/30/2019
MD,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.712,,07/01/2018,06/30/2019
MD,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.971,,07/01/2018,06/30/2019
MD,HAI_5_SIR,MRSA Bacteremia,0.834,,07/01/2018,06/30/2019
MD,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.644,,07/01/2018,06/30/2019
MD,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.720,,07/01/2018,06/30/2019
MD,HAI_6_SIR,Clostridium Difficile (C.Diff),0.681,,07/01/2018,06/30/2019
ME,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.549,,07/01/2018,06/30/2019
ME,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,1.000,,07/01/2018,06/30/2019
ME,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.750,,07/01/2018,06/30/2019
ME,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.842,,07/01/2018,06/30/2019
ME,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,1.380,,07/01/2018,06/30/2019
ME,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),1.086,,07/01/2018,06/30/2019
ME,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.741,,07/01/2018,06/30/2019
ME,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.340,,07/01/2018,06/30/2019
ME,HAI_3_SIR,SSI - Colon Surgery,1.007,,07/01/2018,06/30/2019
ME,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,0.466,,07/01/2018,06/30/2019
ME,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.904,,07/01/2018,06/30/2019
ME,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.003,,07/01/2018,06/30/2019
ME,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.299,,07/01/2018,06/30/2019
ME,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.779,,07/01/2018,06/30/2019
ME,HAI_5_SIR,MRSA Bacteremia,0.497,,07/01/2018,06/30/2019
ME,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.557,,07/01/2018,06/30/2019
ME,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.722,,07/01/2018,06/30/2019
ME,HAI_6_SIR,Clostridium Difficile (C.Diff),0.635,,07/01/2018,06/30/2019
MI,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.640,,07/01/2018,06/30/2019
MI,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.781,,07/01/2018,06/30/2019
MI,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.708,,07/01/2018,06/30/2019
MI,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.570,,07/01/2018,06/30/2019
MI,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.687,,07/01/2018,06/30/2019
MI,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.626,,07/01/2018,06/30/2019
MI,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.931,,07/01/2018,06/30/2019
MI,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.162,,07/01/2018,06/30/2019
MI,HAI_3_SIR,SSI - Colon Surgery,1.042,,07/01/2018,06/30/2019
MI,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.000,,07/01/2018,06/30/2019
MI,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.467,,07/01/2018,06/30/2019
MI,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.217,,07/01/2018,06/30/2019
MI,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.784,,07/01/2018,06/30/2019
MI,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.984,,07/01/2018,06/30/2019
MI,HAI_5_SIR,MRSA Bacteremia,0.880,,07/01/2018,06/30/2019
MI,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.676,,07/01/2018,06/30/2019
MI,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.733,,07/01/2018,06/30/2019
MI,HAI_6_SIR,Clostridium Difficile (C.Diff),0.704,,07/01/2018,06/30/2019
MN,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.683,,07/01/2018,06/30/2019
MN,HAI_1_CIUPPER,Central Line Associated Bloodstream Infection (ICU + select Wards): Upper Confidence Limit,0.889,,07/01/2018,06/30/2019
MN,HAI_1_SIR,Central Line Associated Bloodstream Infection (ICU + select Wards),0.781,,07/01/2018,06/30/2019
MN,HAI_2_CILOWER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Lower Confidence Limit,0.704,,07/01/2018,06/30/2019
MN,HAI_2_CIUPPER,Catheter Associated Urinary Tract Infections (ICU + select Wards): Upper Confidence Limit,0.904,,07/01/2018,06/30/2019
MN,HAI_2_SIR,Catheter Associated Urinary Tract Infections (ICU + select Wards),0.799,,07/01/2018,06/30/2019
MN,HAI_3_CILOWER,SSI - Colon Surgery: Lower Confidence Limit,0.711,,07/01/2018,06/30/2019
MN,HAI_3_CIUPPER,SSI - Colon Surgery: Upper Confidence Limit,1.009,,07/01/2018,06/30/2019
MN,HAI_3_SIR,SSI - Colon Surgery,0.850,,07/01/2018,06/30/2019
MN,HAI_4_CILOWER,SSI - Abdominal Hysterectomy: Lower Confidence Limit,1.032,,07/01/2018,06/30/2019
MN,HAI_4_CIUPPER,SSI - Abdominal Hysterectomy: Upper Confidence Limit,1.798,,07/01/2018,06/30/2019
MN,HAI_4_SIR,SSI - Abdominal Hysterectomy,1.375,,07/01/2018,06/30/2019
MN,HAI_5_CILOWER,MRSA Bacteremia: Lower Confidence Limit,0.445,,07/01/2018,06/30/2019
MN,HAI_5_CIUPPER,MRSA Bacteremia: Upper Confidence Limit,0.709,,07/01/2018,06/30/2019
MN,HAI_5_SIR,MRSA Bacteremia,0.566,,07/01/2018,06/30/2019
MN,HAI_6_CILOWER,Clostridium Difficile (C.Diff): Lower Confidence Limit,0.708,,07/01/2018,06/30/2019
MN,HAI_6_CIUPPER,Clostridium Difficile (C.Diff): Upper Confidence Limit,0.792,,07/01/2018,06/30/2019
MN,HAI_6_SIR,Clostridium Difficile (C.Diff),0.749,,07/01/2018,06/30/2019
MO,HAI_1_CILOWER,Central Line Associated Bloodstream Infection (ICU + select Wards): Lower Confidence Limit,0.625,,07/01/2018,06/30/2019
