Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
110164,COLISEUM MEDICAL CENTERS,350 HOSPITAL DRIVE,MACON,GA,31217,Bibb,0.853715,0.875869,0.855228,0.880897,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.877830,0.896110,6 out of 10,6 out of 9,6 out of 10,0.882266,0.909532,0.873928,0.885909,2 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,Clayton,0.853715,0.875869,0.852803,0.881863,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.863505,0.894977,6 out of 10,7 out of 9,7 out of 10,0.882266,0.909532,0.849947,0.882194,0 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,0.037144,0.021374,10 out of 10,9 out of 9,10 out of 10
110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,Floyd,0.853715,0.875869,0.843294,0.887056,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.871872,0.878327,0 out of 10,1 out of 9,1 out of 10,0.882266,0.909532,0.876655,0.904274,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.031797,0.028918,4 out of 10,3 out of 9,4 out of 10
110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,Richmond,0.853715,0.875869,0.819497,0.862006,4 out of 10,7 out of 9,7 out of 10,0.881090,0.906068,0.871392,0.876033,0 out of 10,1 out of 9,1 out of 10,0.882266,0.909532,0.854916,0.898495,6 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,0.028273,0.034325,0 out of 10,0 out of 9,0 out of 10
110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,Douglas,0.853715,0.875869,0.853974,0.869386,7 out of 10,7 out of 9,7 out of 10,0.881090,0.906068,0.885439,0.907933,10 out of 10,9 out of 9,10 out of 10,0.882266,0.909532,0.902589,0.894110,4 out of 10,0 out of 9,4 out of 10,0.032229,0.023178,0.030639,0.039937,0 out of 10,0 out of 9,0 out of 10
110189,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,Fannin,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.886579,0.879825,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.857820,0.891508,4 out of 10,6 out of 9,6 out of 10,0.032229,0.023178,0.039059,0.025069,8 out of 10,8 out of 9,8 out of 10
110191,PIEDMONT HENRY HOSPITAL,1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,Henry,0.853715,0.875869,0.834488,0.847590,0 out of 10,3 out of 9,3 out of 10,0.881090,0.906068,0.857354,0.867441,0 out of 10,2 out of 9,2 out of 10,0.882266,0.909532,0.862571,0.878560,0 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,0.031846,0.023970,9 out of 10,9 out of 9,9 out of 10
110192,EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,Gwinnett,0.853715,0.875869,0.831977,0.859561,3 out of 10,6 out of 9,6 out of 10,0.881090,0.906068,0.873588,0.881041,0 out of 10,2 out of 9,2 out of 10,0.882266,0.909532,0.881086,0.891578,4 out of 10,3 out of 9,4 out of 10,0.032229,0.023178,0.045518,0.026057,7 out of 10,8 out of 9,8 out of 10
110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,GA,39845,Seminole,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.886952,Not Available,Not Available,Not Available,Not Available,0.882266,0.909532,0.893569,0.904908,8 out of 10,7 out of 9,8 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
110198,WELLSTAR NORTH FULTON HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,Fulton,0.853715,0.875869,0.854409,0.877466,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.893679,0.877540,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.899693,0.883779,1 out of 10,0 out of 9,1 out of 10,0.032229,0.023178,0.046010,0.024968,8 out of 10,9 out of 9,9 out of 10
110200,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,100 FRIST COURT,COLUMBUS,GA,31909,Muscogee,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,Not Available,Not Available,Not Available,Not Available,Not Available,0.882266,0.909532,Not Available,Not Available,Not Available,Not Available,Not Available,0.032229,0.023178,0.031803,0.027569,5 out of 10,4 out of 9,5 out of 10
110201,COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,MACON,GA,31210,Bibb,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.898367,0.898327,7 out of 10,0 out of 9,7 out of 10,0.882266,0.909532,0.886620,0.909834,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.035716,0.033750,0 out of 10,1 out of 9,1 out of 10
110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,Fayette,0.853715,0.875869,0.872226,0.883585,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.866152,0.884219,2 out of 10,4 out of 9,4 out of 10,0.882266,0.909532,0.881830,0.897516,6 out of 10,5 out of 9,6 out of 10,0.032229,0.023178,0.032442,0.023338,9 out of 10,9 out of 9,9 out of 10
110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,Pickens,0.853715,0.875869,0.861293,0.870231,7 out of 10,6 out of 9,7 out of 10,0.881090,0.906068,0.889767,0.895545,6 out of 10,3 out of 9,6 out of 10,0.882266,0.909532,0.887759,0.893202,4 out of 10,2 out of 9,4 out of 10,0.032229,0.023178,0.043291,0.020611,10 out of 10,9 out of 9,10 out of 10
110226,EMORY HILLANDALE HOSPITAL,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,DeKalb,0.853715,0.875869,0.852424,0.863449,4 out of 10,4 out of 9,4 out of 10,0.881090,0.906068,0.892869,0.865908,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.885462,0.886437,2 out of 10,0 out of 9,2 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
110229,"PIEDMONT NEWNAN HOSPITAL, INC",745 POPLAR ROAD,NEWNAN,GA,30265,Coweta,0.853715,0.875869,0.867025,0.867541,6 out of 10,0 out of 9,6 out of 10,0.881090,0.906068,0.876873,0.887995,3 out of 10,3 out of 9,3 out of 10,0.882266,0.909532,0.898516,0.914589,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.025554,0.023722,9 out of 10,7 out of 9,9 out of 10
110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,Gwinnett,0.853715,0.875869,0.858593,0.873689,9 out of 10,8 out of 9,9 out of 10,0.881090,0.906068,0.901197,0.896134,6 out of 10,0 out of 9,6 out of 10,0.882266,0.909532,0.878069,0.915330,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.039435,0.026172,7 out of 10,8 out of 9,8 out of 10
110233,SOUTHEASTERN REGIONAL MEDICAL CENTER,600 CELEBRATE LIFE PARKWAY,NEWNAN,GA,30265,Coweta,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,Not Available,Not Available,Not Available,Not Available,Not Available,0.882266,0.909532,Not Available,Not Available,Not Available,Not Available,Not Available,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,Honolulu,0.853715,0.875869,0.842314,0.871444,8 out of 10,8 out of 9,8 out of 10,0.881090,0.906068,0.896828,0.893863,5 out of 10,0 out of 9,5 out of 10,0.882266,0.909532,0.884998,0.886560,2 out of 10,0 out of 9,2 out of 10,0.032229,0.023178,0.030264,0.020226,10 out of 10,9 out of 9,10 out of 10
120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,Maui,0.853715,0.875869,0.855090,0.875833,9 out of 10,9 out of 9,9 out of 10,0.881090,0.906068,0.846750,0.897368,6 out of 10,8 out of 9,8 out of 10,0.882266,0.909532,0.867281,0.882471,1 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,Not Available,0.023075,10 out of 10,Not Available,10 out of 10
120004,WAHIAWA GENERAL HOSPITAL,128 LEHUA STREET,WAHIAWA,HI,96786,Honolulu,0.853715,0.875869,0.859352,0.883271,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.883296,0.893559,5 out of 10,4 out of 9,5 out of 10,0.882266,0.909532,0.884578,0.904685,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,Hawaii,0.853715,0.875869,0.860678,0.862173,4 out of 10,0 out of 9,4 out of 10,0.881090,0.906068,0.885034,0.869770,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.883281,0.900930,7 out of 10,6 out of 9,7 out of 10,0.032229,0.023178,0.032455,0.029766,3 out of 10,2 out of 9,3 out of 10
120006,ADVENTIST HEALTH CASTLE,640 ULUKAHIKI ST,KAILUA,HI,96734,Honolulu,0.853715,0.875869,0.843935,0.851203,0 out of 10,2 out of 9,2 out of 10,0.881090,0.906068,0.878382,0.889385,3 out of 10,3 out of 9,3 out of 10,0.882266,0.909532,0.879759,0.905741,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.030314,0.025340,7 out of 10,6 out of 9,7 out of 10
120007,KUAKINI MEDICAL CENTER,347 NORTH KUAKINI STREET,HONOLULU,HI,96817,Honolulu,0.853715,0.875869,0.860255,0.883357,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.886288,0.874593,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.892177,0.918993,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.027016,0.019579,10 out of 10,9 out of 9,10 out of 10
120011,KAISER FOUNDATION HOSPITAL,3288 MOANALUA RD,HONOLULU,HI,96819,Honolulu,0.853715,0.875869,0.852810,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.886935,0.888526,3 out of 10,0 out of 9,3 out of 10,0.882266,0.909532,Not Available,Not Available,Not Available,Not Available,Not Available,0.032229,0.023178,Not Available,0.022974,10 out of 10,Not Available,10 out of 10
120014,WILCOX MEMORIAL HOSPITAL,3-3420 KUHIO HIGHWAY,LIHUE,HI,96766,Kauai,0.853715,0.875869,0.855368,0.865726,5 out of 10,5 out of 9,5 out of 10,0.881090,0.906068,0.860557,0.883200,1 out of 10,4 out of 9,4 out of 10,0.882266,0.909532,0.877929,0.878230,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.032036,0.020164,10 out of 10,9 out of 9,10 out of 10
120019,KONA COMMUNITY HOSPITAL,79-1019 HAUKAPILA STREET,KEALAKEKUA,HI,96750,Hawaii,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.884491,0.882887,1 out of 10,0 out of 9,1 out of 10,0.882266,0.909532,0.867104,0.893620,4 out of 10,6 out of 9,6 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
120022,STRAUB CLINIC AND HOSPITAL,888 SO KING STREET,HONOLULU,HI,96813,Honolulu,0.853715,0.875869,0.865133,0.881735,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.879154,0.891132,4 out of 10,4 out of 9,4 out of 10,0.882266,0.909532,0.896201,0.904967,8 out of 10,6 out of 9,8 out of 10,0.032229,0.023178,0.033952,0.024150,9 out of 10,9 out of 9,9 out of 10
120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,Honolulu,0.853715,0.875869,0.838562,0.872400,8 out of 10,9 out of 9,9 out of 10,0.881090,0.906068,0.884640,0.872635,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.890116,0.916351,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.028469,Not Available,Not Available,Not Available,Not Available
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,Hawaii,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.886388,0.882607,1 out of 10,0 out of 9,1 out of 10,0.882266,0.909532,0.885079,0.900906,7 out of 10,6 out of 9,7 out of 10,0.032229,0.023178,0.034843,0.033303,0 out of 10,1 out of 9,1 out of 10
130002,ST LUKE'S MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,Twin Falls,0.853715,0.875869,0.843568,0.882083,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.856591,0.900978,8 out of 10,8 out of 9,8 out of 10,0.882266,0.909532,0.887915,0.906076,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.034143,0.019165,10 out of 10,9 out of 9,10 out of 10
130003,ST JOSEPH REGIONAL MEDICAL CENTER,415 SIXTH STREET,LEWISTON,ID,83501,Nez Perce,0.853715,0.875869,0.866801,0.878165,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.887069,0.855270,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.859374,0.881842,0 out of 10,4 out of 9,4 out of 10,0.032229,0.023178,0.030860,0.033627,0 out of 10,0 out of 9,0 out of 10
130006,ST LUKE'S REGIONAL MEDICAL CENTER,190 EAST BANNOCK STREET,BOISE,ID,83712,Ada,0.853715,0.875869,0.847520,0.889014,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.884949,0.876441,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.897817,0.898009,6 out of 10,0 out of 9,6 out of 10,0.032229,0.023178,0.036905,0.018638,10 out of 10,9 out of 9,10 out of 10
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,Ada,0.853715,0.875869,0.857594,0.876711,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.849324,0.889420,4 out of 10,7 out of 9,7 out of 10,0.882266,0.909532,0.895912,0.906750,9 out of 10,7 out of 9,9 out of 10,0.032229,0.023178,0.029618,0.036419,0 out of 10,0 out of 9,0 out of 10
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,4300 E FLAMINGO AVE,NAMPA,ID,83687,Canyon,0.853715,0.875869,0.864183,0.872546,8 out of 10,7 out of 9,8 out of 10,0.881090,0.906068,0.886821,0.869778,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.868536,0.892772,4 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,0.033567,0.023323,9 out of 10,9 out of 9,9 out of 10
130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,Canyon,0.853715,0.875869,0.852781,0.876332,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.871002,0.872990,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.884756,0.898557,6 out of 10,5 out of 9,6 out of 10,0.032229,0.023178,0.035253,0.027591,5 out of 10,6 out of 9,6 out of 10
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,Bonneville,0.853715,0.875869,0.856193,0.853024,0 out of 10,0 out of 9,0 out of 10,0.881090,0.906068,0.859564,0.826886,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.862681,0.891253,3 out of 10,6 out of 9,6 out of 10,0.032229,0.023178,0.033877,0.029843,3 out of 10,3 out of 9,3 out of 10
130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,REXBURG,ID,83440,Madison,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.856949,0.883455,1 out of 10,5 out of 9,5 out of 10,0.882266,0.909532,0.888369,0.899382,6 out of 10,5 out of 9,6 out of 10,0.032229,0.023178,0.032130,0.024355,8 out of 10,8 out of 9,8 out of 10
130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,Bannock,0.853715,0.875869,0.866149,0.893546,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.875411,0.880129,0 out of 10,1 out of 9,1 out of 10,0.882266,0.909532,0.866554,0.897658,6 out of 10,7 out of 9,7 out of 10,0.032229,0.023178,0.032994,0.029533,3 out of 10,3 out of 9,3 out of 10
130049,KOOTENAI HEALTH,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,Kootenai,0.853715,0.875869,0.843661,0.872153,8 out of 10,8 out of 9,8 out of 10,0.881090,0.906068,0.831718,0.827435,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.875177,0.892964,4 out of 10,5 out of 9,5 out of 10,0.032229,0.023178,0.033693,0.016280,10 out of 10,9 out of 9,10 out of 10
130065,MOUNTAIN VIEW HOSPITAL,2325 CORONADO STREET,IDAHO FALLS,ID,83404,Bonneville,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,Not Available,Not Available,Not Available,Not Available,Not Available,0.882266,0.909532,Not Available,Not Available,Not Available,Not Available,Not Available,0.032229,0.023178,0.042200,0.022314,10 out of 10,9 out of 9,10 out of 10
130071,ST LUKE'S NAMPA MEDICAL CENTER,9850 W ST LUKES DRIVE STE 250,NAMPA,ID,83687,Canyon,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,Not Available,Not Available,Not Available,Not Available,Not Available,0.882266,0.909532,Not Available,Not Available,Not Available,Not Available,Not Available,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
140001,GRAHAM HOSPITAL ASSOCIATION,210 WEST WALNUT STREET,CANTON,IL,61520,Fulton,0.853715,0.875869,Not Available,Not Available,Not Available,Not Available,Not Available,0.881090,0.906068,0.877625,0.880799,0 out of 10,1 out of 9,1 out of 10,0.882266,0.909532,0.856511,0.899434,6 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.034712,0.024086,9 out of 10,9 out of 9,9 out of 10
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,Madison,0.853715,0.875869,0.854947,0.871502,8 out of 10,7 out of 9,8 out of 10,0.881090,0.906068,0.888117,0.852111,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.884287,0.895060,5 out of 10,4 out of 9,5 out of 10,0.032229,0.023178,0.037689,0.024784,8 out of 10,8 out of 9,8 out of 10
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,333 N MADISON ST,JOLIET,IL,60435,Will,0.853715,0.875869,0.877840,0.881558,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.895018,0.894343,5 out of 10,0 out of 9,5 out of 10,0.882266,0.909532,0.907740,0.901402,7 out of 10,0 out of 9,7 out of 10,0.032229,0.023178,0.024069,0.019715,10 out of 10,9 out of 9,10 out of 10
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,Cook,0.853715,0.875869,0.871886,0.874220,9 out of 10,5 out of 9,9 out of 10,0.881090,0.906068,0.890756,0.900136,7 out of 10,6 out of 9,7 out of 10,0.882266,0.909532,0.900655,0.898153,6 out of 10,0 out of 9,6 out of 10,0.032229,0.023178,0.020849,0.025504,7 out of 10,0 out of 9,7 out of 10
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP,2650 RIDGE AVE,EVANSTON,IL,60201,Cook,0.853715,0.875869,0.873690,0.906037,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.894545,0.909726,10 out of 10,9 out of 9,10 out of 10,0.882266,0.909532,0.904332,0.922569,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.036902,0.024429,8 out of 10,9 out of 9,9 out of 10
140011,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,Williamson,0.853715,0.875869,0.847565,0.863165,4 out of 10,5 out of 9,5 out of 10,0.881090,0.906068,0.874306,0.875958,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.860886,0.870679,0 out of 10,2 out of 9,2 out of 10,0.032229,0.023178,0.036451,0.036403,0 out of 10,0 out of 9,0 out of 10
140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,Lee,0.853715,0.875869,0.852860,0.861691,4 out of 10,3 out of 9,4 out of 10,0.881090,0.906068,0.857597,0.855089,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.881905,0.892572,4 out of 10,3 out of 9,4 out of 10,0.032229,0.023178,0.031229,0.023053,10 out of 10,9 out of 9,10 out of 10
140013,PROCTOR HOSPITAL,5409 N KNOXVILLE AVE,PEORIA,IL,61614,Peoria,0.853715,0.875869,0.856073,0.860519,3 out of 10,2 out of 9,3 out of 10,0.881090,0.906068,0.860667,0.876037,0 out of 10,3 out of 9,3 out of 10,0.882266,0.909532,0.872465,0.869811,0 out of 10,0 out of 9,0 out of 10,0.032229,0.023178,0.025112,0.019032,10 out of 10,9 out of 9,10 out of 10
140015,BLESSING HOSPITAL,BROADWAY ST & N 11TH ST,QUINCY,IL,62305,Adams,0.853715,0.875869,0.845976,0.873376,8 out of 10,9 out of 9,9 out of 10,0.881090,0.906068,0.864932,0.889009,3 out of 10,5 out of 9,5 out of 10,0.882266,0.909532,0.871179,0.910705,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.043304,0.034648,0 out of 10,4 out of 9,4 out of 10
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,Cook,0.853715,0.875869,0.832796,0.852880,0 out of 10,4 out of 9,4 out of 10,0.881090,0.906068,0.905343,0.897037,6 out of 10,0 out of 9,6 out of 10,0.882266,0.909532,0.882948,0.905612,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,Not Available,Not Available,Not Available,Not Available,Not Available
140029,RUSH COPLEY MEDICAL CENTER,2000 OGDEN AVENUE,AURORA,IL,60504,DuPage,0.853715,0.875869,0.840172,0.868618,7 out of 10,7 out of 9,7 out of 10,0.881090,0.906068,0.852300,0.875949,0 out of 10,4 out of 9,4 out of 10,0.882266,0.909532,0.878549,0.912326,10 out of 10,9 out of 9,10 out of 10,0.032229,0.023178,0.037161,0.019000,10 out of 10,9 out of 9,10 out of 10
140030,SHERMAN HOSPITAL,1425 NORTH RANDALL ROAD,ELGIN,IL,60123,Kane,0.853715,0.875869,0.864628,0.882853,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.899194,0.900793,8 out of 10,2 out of 9,8 out of 10,0.882266,0.909532,0.878052,0.905749,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.031259,0.023057,10 out of 10,9 out of 9,10 out of 10
140032,ST ANTHONYS MEMORIAL HOSPITAL,503 N MAPLE STREET,EFFINGHAM,IL,62401,Effingham,0.853715,0.875869,0.842165,0.856630,2 out of 10,4 out of 9,4 out of 10,0.881090,0.906068,0.879420,0.883073,1 out of 10,1 out of 9,1 out of 10,0.882266,0.909532,0.852141,0.892286,4 out of 10,6 out of 9,6 out of 10,0.032229,0.023178,0.038466,0.035439,0 out of 10,1 out of 9,1 out of 10
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,400 NORTH PLEASANT AVENUE,CENTRALIA,IL,62801,Marion,0.853715,0.875869,0.839511,0.880373,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.874662,0.871512,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.905415,0.902598,7 out of 10,0 out of 9,7 out of 10,0.032229,0.023178,0.036147,0.024652,8 out of 10,8 out of 9,8 out of 10
140040,GALESBURG COTTAGE HOSPITAL,695 N KELLOGG ST,GALESBURG,IL,61401,Knox,0.853715,0.875869,0.820681,0.867007,6 out of 10,8 out of 9,8 out of 10,0.881090,0.906068,0.893229,0.876390,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.846259,0.871442,0 out of 10,3 out of 9,3 out of 10,0.032229,0.023178,0.030419,0.026573,6 out of 10,5 out of 9,6 out of 10
140043,CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,Whiteside,0.853715,0.875869,0.858184,0.871446,8 out of 10,7 out of 9,8 out of 10,0.881090,0.906068,0.878129,0.863533,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.875231,0.905959,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.024876,0.018144,10 out of 10,9 out of 9,10 out of 10
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,1 GOOD SAMARITAN WAY,MOUNT VERNON,IL,62864,Jefferson,0.853715,0.875869,0.857013,0.877119,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.879473,0.872141,0 out of 10,0 out of 9,0 out of 10,0.882266,0.909532,0.879655,0.906025,8 out of 10,8 out of 9,8 out of 10,0.032229,0.023178,0.029411,0.032453,0 out of 10,0 out of 9,0 out of 10
140048,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,Cook,0.853715,0.875869,0.854043,0.877969,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.902204,0.900891,8 out of 10,0 out of 9,8 out of 10,0.882266,0.909532,0.907086,0.906948,9 out of 10,0 out of 9,9 out of 10,0.032229,0.023178,0.034047,0.028692,4 out of 10,4 out of 9,4 out of 10
140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,Cook,0.853715,0.875869,0.860327,0.880501,10 out of 10,9 out of 9,10 out of 10,0.881090,0.906068,0.893942,0.894464,5 out of 10,0 out of 9,5 out of 10,0.882266,0.909532,0.891517,0.900090,6 out of 10,4 out of 9,6 out of 10,0.032229,0.023178,0.040566,0.024760,8 out of 10,9 out of 9,9 out of 10
