year,geography,measure,adjustment,analysis,domain,condition,primary_sex,primary_age,primary_dual,fips,county,state,urban,primary_race,primary_denominator,analysis_value
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13031,Bulloch County,GEORGIA,Rural,All,"undefined",8247
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13033,Burke County,GEORGIA,Urban,All,"undefined",15919
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13035,Butts County,GEORGIA,Urban,All,"undefined",24029
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13039,Camden County,GEORGIA,Rural,All,"undefined",17347
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13043,Candler County,GEORGIA,Rural,All,"undefined",15236
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13045,Carroll County,GEORGIA,Urban,All,"undefined",13904
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13047,Catoosa County,GEORGIA,Urban,All,"undefined",15973
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13049,Charlton County,GEORGIA,Rural,All,"undefined",24740
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13051,Chatham County,GEORGIA,Urban,All,"undefined",14157
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13055,Chattooga County,GEORGIA,Rural,All,"undefined",13450
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13057,Cherokee County,GEORGIA,Urban,All,"undefined",15239
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13059,Clarke County,GEORGIA,Urban,All,"undefined",14953
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13063,Clayton County,GEORGIA,Urban,All,"undefined",14261
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13067,Cobb County,GEORGIA,Urban,All,"undefined",13919
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13069,Coffee County,GEORGIA,Rural,All,"undefined",17265
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13071,Colquitt County,GEORGIA,Rural,All,"undefined",15272
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13073,Columbia County,GEORGIA,Urban,All,"undefined",13546
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13075,Cook County,GEORGIA,Rural,All,"undefined",5811
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13077,Coweta County,GEORGIA,Urban,All,"undefined",13459
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13081,Crisp County,GEORGIA,Rural,All,"undefined",15892
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13083,Dade County,GEORGIA,Urban,All,"undefined",15827
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13085,Dawson County,GEORGIA,Urban,All,"undefined",12010
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13087,Decatur County,GEORGIA,Rural,All,"undefined",11937
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13089,DeKalb County,GEORGIA,Urban,All,"undefined",13809
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13091,Dodge County,GEORGIA,Rural,All,"undefined",17161
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13093,Dooly County,GEORGIA,Rural,All,"undefined",15416
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13095,Dougherty County,GEORGIA,Urban,All,"undefined",15282
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13097,Douglas County,GEORGIA,Urban,All,"undefined",17611
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13099,Early County,GEORGIA,Rural,All,"undefined",7515
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13103,Effingham County,GEORGIA,Urban,All,"undefined",13768
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13105,Elbert County,GEORGIA,Rural,All,"undefined",19193
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13107,Emanuel County,GEORGIA,Rural,All,"undefined",12777
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13109,Evans County,GEORGIA,Rural,All,"undefined",11802
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13111,Fannin County,GEORGIA,Rural,All,"undefined",22108
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13113,Fayette County,GEORGIA,Urban,All,"undefined",15685
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13115,Floyd County,GEORGIA,Urban,All,"undefined",9810
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13117,Forsyth County,GEORGIA,Urban,All,"undefined",10669
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13119,Franklin County,GEORGIA,Rural,All,"undefined",13698
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13121,Fulton County,GEORGIA,Urban,All,"undefined",14234
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13123,Gilmer County,GEORGIA,Rural,All,"undefined",18096
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13127,Glynn County,GEORGIA,Urban,All,"undefined",21192
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13129,Gordon County,GEORGIA,Rural,All,"undefined",11582
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13131,Grady County,GEORGIA,Rural,All,"undefined",15582
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13133,Greene County,GEORGIA,Rural,All,"undefined",16021
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13135,Gwinnett County,GEORGIA,Urban,All,"undefined",15529
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13137,Habersham County,GEORGIA,Rural,All,"undefined",14418
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13139,Hall County,GEORGIA,Urban,All,"undefined",14516
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13143,Haralson County,GEORGIA,Urban,All,"undefined",12041
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13145,Harris County,GEORGIA,Urban,All,"undefined",6420
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13147,Hart County,GEORGIA,Rural,All,"undefined",20538
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13149,Heard County,GEORGIA,Urban,All,"undefined",11245
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13151,Henry County,GEORGIA,Urban,All,"undefined",19258
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13153,Houston County,GEORGIA,Urban,All,"undefined",11839
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13155,Irwin County,GEORGIA,Rural,All,"undefined",18797
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13157,Jackson County,GEORGIA,Rural,All,"undefined",16436
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13159,Jasper County,GEORGIA,Urban,All,"undefined",8717
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13161,Jeff Davis County,GEORGIA,Rural,All,"undefined",15956
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13163,Jefferson County,GEORGIA,Rural,All,"undefined",15513
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13165,Jenkins County,GEORGIA,Rural,All,"undefined",10955
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13169,Jones County,GEORGIA,Urban,All,"undefined",11088
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13175,Laurens County,GEORGIA,Rural,All,"undefined",15765
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13177,Lee County,GEORGIA,Urban,All,"undefined",14562
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13179,Liberty County,GEORGIA,Urban,All,"undefined",18796
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13185,Lowndes County,GEORGIA,Urban,All,"undefined",14112
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13187,Lumpkin County,GEORGIA,Rural,All,"undefined",12350
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13189,McDuffie County,GEORGIA,Urban,All,"undefined",23626
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13191,McIntosh County,GEORGIA,Urban,All,"undefined",19893
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13193,Macon County,GEORGIA,Rural,All,"undefined",12696
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13195,Madison County,GEORGIA,Urban,All,"undefined",13090
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13199,Meriwether County,GEORGIA,Urban,All,"undefined",20285
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13201,Miller County,GEORGIA,Rural,All,"undefined",11533
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13205,Mitchell County,GEORGIA,Rural,All,"undefined",14209
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13207,Monroe County,GEORGIA,Urban,All,"undefined",14189
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13209,Montgomery County,GEORGIA,Rural,All,"undefined",11008
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13211,Morgan County,GEORGIA,Rural,All,"undefined",14349
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13213,Murray County,GEORGIA,Urban,All,"undefined",12875
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13215,Muscogee County,GEORGIA,Urban,All,"undefined",13199
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13217,Newton County,GEORGIA,Urban,All,"undefined",15047
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13219,Oconee County,GEORGIA,Urban,All,"undefined",14406
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13221,Oglethorpe County,GEORGIA,Urban,All,"undefined",9126
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13223,Paulding County,GEORGIA,Urban,All,"undefined",14897
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13225,Peach County,GEORGIA,Rural,All,"undefined",14219
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13227,Pickens County,GEORGIA,Urban,All,"undefined",11653
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13229,Pierce County,GEORGIA,Rural,All,"undefined",16961
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13231,Pike County,GEORGIA,Urban,All,"undefined",12418
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13233,Polk County,GEORGIA,Rural,All,"undefined",10856
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13235,Pulaski County,GEORGIA,Rural,All,"undefined",5889
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13237,Putnam County,GEORGIA,Rural,All,"undefined",13389
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13241,Rabun County,GEORGIA,Rural,All,"undefined",16656
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13245,Richmond County,GEORGIA,Urban,All,"undefined",14184
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13247,Rockdale County,GEORGIA,Urban,All,"undefined",14379
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13251,Screven County,GEORGIA,Rural,All,"undefined",29167
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13253,Seminole County,GEORGIA,Rural,All,"undefined",4583
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13255,Spalding County,GEORGIA,Urban,All,"undefined",11729
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13257,Stephens County,GEORGIA,Rural,All,"undefined",12504
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13261,Sumter County,GEORGIA,Rural,All,"undefined",13293
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13267,Tattnall County,GEORGIA,Rural,All,"undefined",15191
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13271,Telfair County,GEORGIA,Rural,All,"undefined",13815
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13275,Thomas County,GEORGIA,Rural,All,"undefined",10039
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13277,Tift County,GEORGIA,Rural,All,"undefined",10276
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13279,Toombs County,GEORGIA,Rural,All,"undefined",11236
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13281,Towns County,GEORGIA,Rural,All,"undefined",8395
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13285,Troup County,GEORGIA,Rural,All,"undefined",14294
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13287,Turner County,GEORGIA,Rural,All,"undefined",8581
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13291,Union County,GEORGIA,Rural,All,"undefined",15146
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13293,Upson County,GEORGIA,Rural,All,"undefined",16375
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13295,Walker County,GEORGIA,Urban,All,"undefined",13900
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13297,Walton County,GEORGIA,Urban,All,"undefined",12737
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13299,Ware County,GEORGIA,Rural,All,"undefined",12876
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13303,Washington County,GEORGIA,Rural,All,"undefined",14096
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13305,Wayne County,GEORGIA,Rural,All,"undefined",14827
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13311,White County,GEORGIA,Rural,All,"undefined",12885
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13313,Whitfield County,GEORGIA,Urban,All,"undefined",13209
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13315,Wilcox County,GEORGIA,Rural,All,"undefined",19747
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13317,Wilkes County,GEORGIA,Rural,All,"undefined",21375
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13319,Wilkinson County,GEORGIA,Rural,All,"undefined",14663
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,13321,Worth County,GEORGIA,Urban,All,"undefined",15456
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,15001,Hawaii County,HAWAII,Rural,All,"undefined",23648
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,15003,Honolulu County,HAWAII,Urban,All,"undefined",15745
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,15007,Kauai County,HAWAII,Rural,All,"undefined",19179
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,15009,Maui County,HAWAII,Rural,All,"undefined",19862
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16001,Ada County,IDAHO,Urban,All,"undefined",9482
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16005,Bannock County,IDAHO,Urban,All,"undefined",17187
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16009,Benewah County,IDAHO,Rural,All,"undefined",12075
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16011,Bingham County,IDAHO,Rural,All,"undefined",14507
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16013,Blaine County,IDAHO,Rural,All,"undefined",12835
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16017,Bonner County,IDAHO,Rural,All,"undefined",17250
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16019,Bonneville County,IDAHO,Urban,All,"undefined",13595
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16021,Boundary County,IDAHO,Rural,All,"undefined",18166
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16027,Canyon County,IDAHO,Urban,All,"undefined",9574
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16031,Cassia County,IDAHO,Rural,All,"undefined",15695
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16035,Clearwater County,IDAHO,Rural,All,"undefined",19451
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16039,Elmore County,IDAHO,Rural,All,"undefined",9480
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16041,Franklin County,IDAHO,Urban,All,"undefined",15645
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16043,Fremont County,IDAHO,Rural,All,"undefined",17428
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16045,Gem County,IDAHO,Urban,All,"undefined",8242
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16047,Gooding County,IDAHO,Rural,All,"undefined",14019
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16049,Idaho County,IDAHO,Rural,All,"undefined",18914
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16051,Jefferson County,IDAHO,Urban,All,"undefined",11754
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16053,Jerome County,IDAHO,Rural,All,"undefined",20923
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16055,Kootenai County,IDAHO,Urban,All,"undefined",14351
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16057,Latah County,IDAHO,Rural,All,"undefined",18900
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16059,Lemhi County,IDAHO,Rural,All,"undefined",16491
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16067,Minidoka County,IDAHO,Rural,All,"undefined",25677
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16069,Nez Perce County,IDAHO,Urban,All,"undefined",16622
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16075,Payette County,IDAHO,Rural,All,"undefined",9592
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16079,Shoshone County,IDAHO,Rural,All,"undefined",10799
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16083,Twin Falls County,IDAHO,Rural,All,"undefined",14133
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,16087,Washington County,IDAHO,Rural,All,"undefined",9957
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,17001,Adams County,ILLINOIS,Rural,All,"undefined",17904
2017,County,Average principal cost,Unsmoothed actual,Base measure,Primary chronic conditions,"Acute myocardial infarction",All,All,Dual & non-dual,17003,Alexander County,ILLINOIS,Urban,All,"undefined",22330
